text,polarity,sentiment
us_fda hope vaccinerefusers read 45000 pages scientific documentation accompany,0,Neutral
fda grants full approval pfizerbiontech covid19 vaccine today us encouraged see thi,0.35,Positive
hope vaccinerefusers read 45000 pages scientific documentation accompany,0,Neutral
matter time per global studies date us regulators give full approval pfizer covid,0.175,Positive
pfizerbiontech covid19vaccine first secure full approval usfda via bt_india,0.3333333333,Positive
fda granted full approval pfizerbiontech vaccine first covid19 shot us pave,0.3,Positive
okay pfizerbiontech fda approved morning cant wait see fresh stream vaccine misinformation,0.4,Positive
fda grants full approval2 pfizerbiontech vaccine without public discussion data theyd promised ampmedia downpl,0.175,Positive
fda fully approves pfizerbiontechs covid shot clearing path mandates cnbc,0,Neutral
fda grants full approval pfizerbiontech covid19 vaccine healthcare alliedhealth vaccine pfizerbiontech,0.35,Positive
fda grants full approval pfizerbiontech covid19 vaccine covid vaccine nurses nursing travelnurse,0.35,Positive
lgbt girl thanking sleepy joe biden ridiculous thaidumbs thailanddumbs bidenisadisgrace,-0.3333333333,Negative
pfizerbiontechs covid19 vaccine become first jab granted full approval us food drug adm,0.3,Positive
fda grants full approval pfizerbiontech covidvaccine paves way vaccinemandates,0.35,Positive
pfizerbiontech vaccine approved conservatives new excuse get vaccinated,0.04318181818,Positive
pfizerbiontech covid19 vaccine receive full fda approval hopefully people fence vaccine ca,0.35,Positive
great day us_fda grants full approval pfizerbiontech vaccine thankful science,0.575,Positive
excuses pfizerbiontech covid19 vaccine safe effective approved,0.55,Positive
cleavon_md anti vaccination cult members still wont get hear goal posts moving already wondering,0,Neutral
fda grants full approval pfizerbiontech covid19vaccine opening door vaccine mandates,0.35,Positive
dear nobelprize us_fda fully approved pfizerbiontech covid19 vaccine pfizer lets award,0,Neutral
glad us_fda finally granted full approval pfizerbiontech vaccine sure full appro,0.34,Positive
fda granted full approval pfizerbiontech vaccine first covid19 jab us analysts say,0.3,Positive
fdas full approval covid vaccine made pfizer biontech expected boost confidence sh,0.125,Positive
dont know impact full fda approval pfizerbiontech vaccine going vaccination rates,0.35,Positive
fda approves first covid19vaccine acting fda commissioner janet woodcock md director fdas center fo,0.05,Positive
today fda granted full approval pfizerbiontech vaccine nyc schools mandate vaccines teachers,0.35,Positive
evidence based science backed info instead misinformation social media dr bnar talabani bnar interviewe,0.03333333333,Positive
bullshit excuses get vaccinated today protect health health family friend,0,Neutral
breaking fda grants pfizerbiontech vaccine full approval straightarrow__,0.35,Positive
us fda grants full approval pfizerbiontech covid19vaccine,0.35,Positive
fda granted full approval pfizer vaccine next excuse fullyvaccinated pfizerbiontech,0.1,Positive
good people stop worrying experimental full approved pfizer pfizerbiontech,0.3833333333,Positive
us_fda given full approval pfizerbiontech pfizer covid19vaccine news,0.35,Positive
breakingnews us fda grants full approval pfizerbiontech covid19 vaccine fda vaccine pfizerbiontech,0.35,Positive
cue goalposts moved morning pfizerbiontech,0,Neutral
vaccine safeget shot vaccination pfizerbiontech,0,Neutral
vaccinemandates us employers amp universities likely increase exponentially pfizerbiontech coronavirus,0,Neutral
fda grants full approval pfizerbiontech vaccine getvaccinated,0.35,Positive
full approval fda pfizerbiontech first covid19 vaccine get pave way others,0.3,Positive
breaking fda grants full approval pfizerbiontech vaccine,0.35,Positive
go fda approves first covid19 vaccine pfizerbiontech,0.25,Positive
us_fda given full approval pfizerbiontech vaccine guess antivaxxers lost one battle,0.35,Positive
pfizerbiontech coronavirus vaccine wins full fda approval potentially persuading hesitant get shot,0.2166666667,Positive
pfizerbiontech vaccine becomes first vaccine win full fda authorisation come mandates,0.4666666667,Positive
fully vaccinated vaccinated pfizerbiontech,0,Neutral
covid19 booster shots helpful heres israels study says covid19 pfizerbiontech,0,Neutral
vaccination day justgotvacinnated pfizerbiontech proudmakatizen makati coliseum,0,Neutral
done 2nd dose pfizerbiontech 2nddosevaccine,0,Neutral
fda approval im hoping persuade reluctant take vaccines till,0,Neutral
bouchrawilliot mister albertbourla pfizerbiontech ceo advises need vaccinated,0,Neutral
demo2020cracy sarscov2 coronavirus covid19 stored 65c sarscov2 biosafety leve,0,Neutral
big deal first ever fully approved vaccine coronavirus family hours away universities,0.125,Positive
bild sarscov2 biosafety level 3 microorganism viral lysates stored 65c coronav,0,Neutral
anonymecitoyen sarscov2 biosafety level 3 microorganism viral lysates stored 65c belo,0,Neutral
reverend jesse jackson revjjackson ampwife jacquelinewere hospitalized w covid19 jackson got pfizerbiontech,0,Neutral
vaccinated please seriously consider taking shots take booster,-0.3333333333,Negative
shunryuk milanche111 ne ne pfizerbiontech pfizervaccine,0,Neutral
wife booked pfizerbiontech booster vaccine shot later week looking forward getvaccinatednow,0,Neutral
vaccination activities continues annotto bay multipurpose complex children 1218 years age teacher,-0.3,Negative
pfe pfizer pfizerpeituda pfizervaccine pfizerleak pfizerleaks pfizerbiontech pfizergang usa nyse,0,Neutral
getting vaccinated overseas may sound like big thingbut getting vaccine works yo,0.2,Positive
number covid19 cases today 22 august 2021 remember observe safety protective measures youre,0,Neutral
walkin clinic city hall open today 1100am 200pm awaiting second dose,0,Neutral
pfe pfizer pfizerpeituda pfizervaccine pfizerleak pfizerbiontech pfizergang pfizerหายไปไหน pfizerleaks,0,Neutral
unitedstates food drug administration usfda seeking get full approval covid19 vaccine,0.35,Positive
thank lord pfizerbiontech first dose fightagainstcovid19 resbakuna,0.25,Positive
son got first dose pfizerbiontech vaccine today cant wait immunized vaccinateja,0.25,Positive
therealpro7 pfizerbiontech pfizer et als first experimental injections purported,0.175,Positive
vaccinatedfor friends family loved ones let us moral duties forhumanity pfizerbiontech,0.35,Positive
pitbullmom27169 themood2020 txtinman69 true im frustrated people going like lambs slaughter,-0.175,Negative
rwmalonemd take look pfizer contract leak myocarditis pericarditis,0,Neutral
_ryuuza_ stinkytcat1 mike_mfh nytimes opinionthe fact liquids approved without knowing th,0,Neutral
ntvkenya covid19 deadly disease please get vaccinated vaccines save lives preventing sicknes,-0.2,Negative
update daily dim sum unfortunatetragic pfizer vaccinated 46yearold malaysian singer passes away contrac,0.05,Positive
jab safe pfizer pfizerbiontech vaccines vaccine vaccinerolloutsa covid19vic covid19nsw hazzard mur,0.5,Positive
number covid19 cases today 21 august 2021 remember observe safety protective measures youre,0,Neutral
pfe pfizergang pfizerpeituda pfizervaccine pfizerleak pfizertwt pfizerbiontech usa nyse nasdaq,0,Neutral
walkin clinic open cork city hall anyone interested getting first second dose,0.125,Positive
walkin clinic city hall open today 100pm 400pm awaiting second dose,0,Neutral
morelies vaccination pfizerbiontech wonder trust issues come got ta let jnj,0,Neutral
epochtimes us_fda pfizercomirnaty approved pfizerbiontech check bottle,0,Neutral
get vaccine us big plan wont work dont care anything else,0,Neutral
pfizers official trade name covid19 vaccine comirnaty mean dont even covid19 pfizerbiontech comirnaty,-0.3125,Negative
watch latest covid news booster shot pfizer moderna biontech also mrna stock pfe stock bntx sto,0.5,Positive
party 1 2 dr robert malone explains fda approved vaccine made yet fda breakingnews trendingnow,0,Neutral
fda approved pfizer vaccine one people taking since beginning one,0,Neutral
companies pfizerbiontech johnsonandjohnson said third shot vaccine sharply increased,-0.0625,Negative
pfizerbiontech covid19 vaccine likely astrazeneca jab cause bloodclots lancet study,0,Neutral
need know somebody orders get vaccine ask see vial says comirnaty,0,Neutral
truelifecrime pfizer military questioneverything vaxx vaccine could possible pfizerbiontech,-0.05,Negative
looking forward booster shot couple months pfizerbiontech getvaccinatednow,0,Neutral
smhatlibs didnt read document describing approval pg 11 still describes emergency approval pfizerbiontech,0,Neutral
new name pfizer cause shes immune pfizer pfizerbiontech epicfail datingtips antivaxxers,0.1363636364,Positive
protection covid19 offered two doses pfizerbiontech oxfordastrazeneca vaccines begins,0,Neutral
us_fda grants full approval pfizerbiontech covid19vaccine,0.35,Positive
old vaccine labeled pfizerbiontech covid19vaccine new vaccine labeled comirnaty agai,0.1181818182,Positive
experience remember im still much happy though finally got long awaited vaccine,0.25,Positive
book biontech founders coming latest news germany newsde covid19,0.5,Positive
countrys largest independent living operator srlivingholiday requiring 6300 employees r,0,Neutral
get vaccine second shot thank moderna pfizerbiontech covid19,0,Neutral
pfizerbiontech research findings us_fda used grant full approval use vaccine b,0.35,Positive
exposed pfizer vaccine approved lies else new must watch pfizer pfizerbiontech,0.1363636364,Positive
levity look like drug executive trying make name using letters bad hand sc,-0.7,Negative
bmj british medical journal reiterates call slow get science rightthere legitimate reas,-0.1,Negative
interesting pfizerbiontech vaccine approved hongkong macau approved,0.5,Positive
fdaapproved first covid19 vaccine prevention covid19 disease individuals aged 16 th,0.075,Positive
ust 2y ytm 024 1 bp ust 5y ytm 080 2 bp ust 10y ytm 129 4 bp ust 30y ytm 191 4 bp tues,0,Neutral
mophqatar approved third dose covid19 vaccines pfizerbiontech moderna individuals suffe,0,Neutral
fda approval trick disgusting government corporation theyd sued fraud pfizer,-1,Negative
us food drug administration fda granted full approval pfizerbiontechs covid19 vaccine monday p,0.35,Positive
weve incredible teams vaccination centres time amp still need receive 1st 2nd dos,0.45,Positive
yas fully vaccinated pfizerbiontech lets get vaccinated end pandemic together,0,Neutral
kills folks swore pfizerbiontech vax end covid19 spreading raking havoc,0,Neutral
people need understand pfizer sure isnt working take measures criminal theyve lied,0.05,Positive
20 hours post vaccination normal vital signs afebrile pain injection site resbakuna pfizer,0.125,Positive
italyinus look forward happening soon hopefully without additional restrictions people vaccinated,0,Neutral
one controversial vaccination vlog everythings muslim consider thinking va,0.55,Positive
misc pfizerbiontech 17 year old shortly second dose ema_news watch signal th,0.05,Positive
fda vrbpac meeting held september 17 discuss pfizerbiontech booster dose,0,Neutral
talkradio iromg point eradicate risks seem remember independent ger,0,Neutral
tonyfauci2 would advise ventured short think stay could limit,0,Neutral
hailisk4n would advise ventured short think stay could limit,0,Neutral
pfizerbiontech pressuring regulator get vaccine 511 years old coming fall nogreenpass greenpass,0.1,Positive
pfizerbiontech sealed deal brazils cdmo eurofarma produce mrnabased covid19 vaccine,0,Neutral
covid19vaccines effective reducing severe illness hospitalisation lancet study covid19 sarscov2,0.6,Positive
srilanka receive 8 million doses sinopharm 4 million doses pfizerbiontech within next two mo,0,Neutral
customary socials get go vaccine journey super efficient walkin operation,0.3333333333,Positive
uae dubai health authority dha_dubai start administering third dose pfizerbiontech,0,Neutral
vaccinations mandated everyone covid covid19 covidiots covid_19 vaccinepassports vaccination,0,Neutral
bureau customsnaia bocnaia expeditiously cleared another batch pfizerbiontech covid19 vaccine consistin,0,Neutral
srilanka receive 8 million doses sinopharm 4 million doses pfizerbiontech within next two,0,Neutral
extremely positive story received modernavaccine study shows published j,0.2272727273,Positive
dose 1 pfizerbiontech done,0,Neutral
day 13 pfizerbiontech covid vaccine covidarm looks like immunity building nicely itchy,0.6,Positive
officially fully vaccinated pfizer pfizerbiontech teampfizer,0,Neutral
heres new vaxx future podcast episode explaining comirnaty pfizerbiontech fda approved,0.06818181818,Positive
second shot today fully vaccinated pfizerbiontech,0,Neutral
journogeoffz venturareport secdef would love know many vials comirnaty deptofdefense onha,0.5,Positive
thanks abudhabi 2nd dose done sinophram 2 doses completed january 14 february 4 pfizer 2 doses completed au,0.1,Positive
10 lakh doses pfizerbiontech covid19vaccine arrive bangladesh unitedstates today next 50 l,0,Neutral
evening walkin clinics operate vaccination centres intralee ampkillarney onwednesday sept 1st amp th,0,Neutral
lets go vac normal finally fullyvaccinated pfizerbiontech,0.075,Positive
rightio wakeupaustralia wakeup corruption justtrustus followthemoney control seeityet getyourshot,0,Neutral
done first dose pfizer covid19 vaccine feelong little tired calm good far paracetamol,0.1270833333,Positive
4th dose completed vaccine zombie later pfizerbiontech 4thdose covidvacccine bevacccinated,0,Neutral
modernas covid vaccines generated double antibodies pfizerbiontech shots new research says,0.06818181818,Positive
stephenanfield 3 hongkongers think vaccine refusal indicatorsign strength got,0,Neutral
living singapore vaccinated covid19 invited share thoughts concerns,0,Neutral
got 1st dose thankyouuu qcvax qcprotektodo pfizerbiontech,0,Neutral
serious complications ingestin ivermectin include seizures amp death needs explicitly stated,-0.1916666667,Negative
pronounced koemirnatee pfizerbiontech vaccines name came covid19 pandemic,0,Neutral
holders israels vaccine passports must get third dose pfizer biontech vaccine within six months,0,Neutral
purpose covidvaccine policies amp mandates stop covid19 purpose coerce pe,0,Neutral
mileslunn lilquatch canadianpolling real world effectiveness contracting covid19 pfizerbiontech,0.2,Positive
hocstaffer quid pro quo justintrudeau liberal_party ignores science israel 700000 pfizerbiontech vx,0,Neutral
practicing preach covid19 3booster done thanks pfizerbiontech rawarrior,0.2,Positive
loultimo vacunas 375570dosis de lapfizer contra la covidー19 llegaron hoy 31agosto al país pa,0,Neutral
easy 123 juice beam scottie got 3rd booster shot today cvspharmacy getvaccinated,0.2166666667,Positive
taiwan expected receive first batch pfizerbiontech bnt covid19 vaccines wednesday th,0.075,Positive
pfizerbiontechagreement pfizerbiontech wasnt disclosed prior consent millions,0,Neutral
pfizer 1st dose 2nd dose 21092021 thank dha covid19 covid19vaccine pfizerbiontech,0,Neutral
time countries recognizing whoapproved vaccines supposedly due lack effectiveness,-0.125,Negative
advisory group centersfordiseasecontrolandprevention unanimously endorsed full approval,0.35,Positive
number covid19 cases today 31 august 2021 remember observe safety protective measures youre,0,Neutral
mindspolitics vaccinepassport naturalimmunity covid19 sarscov2 deltavariant cdc israel australia,0,Neutral
fully vaccinated finally vaccinated 2ndvaccine pfizerbiontech pfizered backtothenewnormal,0,Neutral
covid19 get booster dose pfizerbiontech queries answered deadline booster dose,0,Neutral
finally got first dose today pfizerbiontech,0.125,Positive
new data confirm pfizerbiontech moderna covid19 vaccines carry small risk rare heart problems,0.06212121212,Positive
recently received 2nd dose pfizer vax lets part one step closer herdimmunity salam kemerde,0,Neutral
vanislandhealth 595605 people received two covidvaccine doses ie considered fully vaccinated,0,Neutral
limitations study include lack data cellular immunity neutralizingantibodies well,0,Neutral
interesting belgian study antibody titers sarscov2 healthcare workers vaccination,0.5,Positive
pfizer vaccine renamed aiatranslations comirnaty comirnatyvaccine,0,Neutral
vaccine side effects vlog vaccinepassport vaccine covid19 pfizerbiontech pfizer selamatharikebangsaanke64,0,Neutral
vaccine 50x likely kill virus listen vaccine truthbetold truth trendingnow lies,0,Neutral
second dose pfizerbiontech covidvaccine produces stronger antibody response given 12 weeks afte,0,Neutral
happy finally get second jab today weakened body telling first dose f,0.2625,Positive
finally vaccinated pfizerbiontech,0,Neutral
health ministry monday announced woman died due myocarditis known rare side effec,0.0875,Positive
number covid19 cases today 30 august 2021 remember observe safety protective measures youre,0,Neutral
sinovac lambasted west low efficacy par pfizerbiontech moderna,0,Neutral
cora emer amp team waiting welcome everyone pfizerbiontech dose 1 amp 2 vaccine todayclonakiltygaa,0.8,Positive
child presented last week complaining persistent chest pains following jab pericarditis,0,Neutral
worldwidevaccineswoes pfizerbiontech israel wow definition fully vaccinated israel,0.1,Positive
respond claims mrna vaccines could cause genetic change see th,0,Neutral
got covid19 jabs finally say thankfully pfizerbiontech vaccine gave side effect ex,0,Neutral
pfizer covid vaccine received us_fda approval pfizer doesnt enough use pfizerbiontech,0,Neutral
healthcareworkers srilanka demand pfizervaccine priority kids pfizerbiontech,0,Neutral
okay almost 24 hours since hadtne pfizerbiontech vaccine arm started aching around 10pm last night,0.25,Positive
number covid19 cases today 29 august 2021 remember observe safety protective measures youre,0,Neutral
reminder pfizerbiontech dose 1 amp 2 vaccines available today incity hall 1pm4pm trustworthy informatio,0.4,Positive
united states welcomes arrival 188370 pfizerbiontech covid19vaccine doses donated usg,0,Neutral
walkin vaccines available morning mtu_ie kerry anyone aged 12 amp need,0.15,Positive
people given doses pfizerbiontech vaccine almost sixfold likely contract delta infect,0,Neutral
imaanjoshi senior choose whichever vaccines want end debate az amp also increase th,0,Neutral
pfizerbiontech pfizer pfizervaccine biontech kills immune system,0,Neutral
people given doses pfizerbiontech vaccine almost sixfold likely contract,0,Neutral
blog 2021 im going walk part 6 covidvaccine pfizerbiontech walsall,0,Neutral
canada comirnaty pfizer vaccine approved fdato fight covid pfizerbiontech,0,Neutral
pfizervaccine pfizerbiontech vaccine always 100 safe effective er wait 3941 effective le,0.5666666667,Positive
got pfizerbiontech,0,Neutral
biontech tests vaccine production rwanda senegal latest news germany,0.5,Positive
pfizerbiontech jab side effects 12 15yearolds high risk covid19 complications mild moderate st,0.1644444444,Positive
exclusive 74 covid19 deaths fully vaccinated despite accounting 34 confirmed cases amp,0.4,Positive
number covid19 cases today 28 august 2021 remember observe safety protective measures youre,0,Neutral
completed pfizerbiontech vaccination amp remain social distancing,0.03333333333,Positive
noreen amp team ready waiting offer 1st amp 2nd doses pfizerbiontech vaccine today city hall,0.1,Positive
day passed since pfizerbiontech vaccine left arm vaccine jab area sore af stretch ar,0,Neutral
threadreaderapp unroll reaction19 eudravigilance carlobrusa pfizer astrazeneca biontech janssen pfizerbiontech moderna,0,Neutral
pfizerbiontech fda approved whoohoo,0,Neutral
thought breakingnews fdaapproved fridayvibes facebook twitter instagram pfizerbiontech,0,Neutral
1st 2nd 3rd 4th covidvaccine sinopharm pfizerbiontech,0,Neutral
got fever also sharp pain left arm vaccinebaby pfizerbiontech,-0.0625,Negative
covid vaccines weapons mass destruction lethalinjections clotshot fda cdc pfizerbiontech,0,Neutral
repeate vaccine exist covid make money suspicious fda approval pfizer vacc,0,Neutral
friend pauls lips twitter feed comirnaty sounds like awkwardly named new england resort town,-0.2318181818,Negative
deaths among individuals age 50 received sputnikv pfizerbiontech vaccine study conducted,0,Neutral
covax delivers first batch 3 million pfizer vaccines pakistan 10 million us donated vaccines de,0.25,Positive
0 effectiveness mean 0 zero 6 months covid19 70 severedeath mrna vaccine,-0.3125,Negative
publichealth experts know lot news articles came show effectiveness pfizer vaccine 95,0,Neutral
immunabwehr nach einer coronainfection wesentlich besser als nach 2facher biontechimpfung natural,0.1,Positive
new israeli study finds individuals double jabbed pfizerbiontech vaccine 13x,0.06818181818,Positive
moderna completed filing fda full marketing approval mrnabased covid19vaccine,0.35,Positive
week us_fda granted full approval pfizerbiontech covid19 vaccine age 16 older polic,0.2583333333,Positive
got 1st dose vaccination today pfizerbiontech,0,Neutral
weekend open walkin vaccination clinics 1st amp 2nd doses pfizerbiontech cork city ha,0,Neutral
check great nejm article looking data safety pfizerbiontech covid19 vaccine israel inc,0.8,Positive
biontech also produces south america latest news germany newsde,0.5,Positive
study pfizerbiontech covid19 vaccine yettobepublishedinfull findings r,0,Neutral
22 doses done finally graduated pfizerbiontech vaccineswork vaccinesbringuscloser,0,Neutral
political flipflopping pfizerbiontech covid19 deltavariant trust government say,0,Neutral
pfizerbiontech 2nd dose today,0,Neutral
study published new england journal medicine showed pfizerbiontech bnt162b2 vaccine,0.1363636364,Positive
received first dose pfizerbiontech vaccine today,0.25,Positive
fda granted pfizerbiontech covid19 vaccine full approval point distributed,0.35,Positive
pfizer biontech already started application process approval booster shot people 16,0,Neutral
got first dose vaccination pfizerbiontech,0.25,Positive
whole covid19 started total respect fda cdc anymore trying deceive,0.1,Positive
wow former pfizer employee ampquotcheckmate game winampquot covid19 pfizerbiontech poison,-0.1,Negative
bb_roberson know someone forreal remdesivir due traveling years ago small world,-0.1875,Negative
spikevax much cooler name comirnaty meaning behind name great combines covid mrna,0.2,Positive
said natuurlijkimmuun sarscov2 immuniteit israel pfizerbiontech nos natuurlijknatuurlijk,0,Neutral
fda approval pfizer vaccine comirnaty fda fdaapproval fdaapproved comirnaty,0,Neutral
mean really go far remind maybe dont deserve little blue pill ple,-0.1,Negative
pfizerbiontech covid19vaccine first one get full fda approval fdaapproved pfizervaccine,0.3,Positive
day come got second jab pfizerbiontech vaccine im overjoyed koronafi koronarokote,0,Neutral
got first dose pfizerbiontech covid19vaccination,0.25,Positive
japan halts use 16m moderna doses contamination fears covid foreignsubstance,0,Neutral
study pfizerbiontech covid19 vaccine professionals hospital fernando fonseca,0,Neutral
covid19 vaccine pfizerbiontech approved fda employers want make employees take vaccine,0,Neutral
fully vaccinated protect pfizerbiontech,0,Neutral
way understand pfizer pfizerbiontech approved biontechcomirnaty fully approved fyi p,0,Neutral
worried increasing deltavariant cases full approval pfizerbiontech vaccine comes relief,0.35,Positive
cdcgov us_fda never address elephant room vaccine manufacturers exempt,0,Neutral
cdc study released last week showed modernavaccinated people significantly lower risk hospitaliz,0.1875,Positive
doctor_oxford 100 pfizerbiontech announces today covid vaccines wane always ever,0,Neutral
politicians global society respect things wich swimming fl,0,Neutral
badnews new study suggests healthy boys may likely admitted hospital rare,0.2340909091,Positive
ashingtonpost please stop regret stories doesnt change minds doesnt change behavior,0,Neutral
pfizer says israel data shows third covid shot restores protection infection 95 makes case fda fo,0,Neutral
mohapuae im pakistan vaccinated two dose sinovac travel dubai booster dose pfizerbiontech,0,Neutral
azerbaijan nearly 8 mln doses covid19 vaccines sinovac pfizerbiontech,0.1,Positive
sanidad sanidadpublica covid_19 pfizerbiontech transparencia,0,Neutral
fully vaccinated pfizerbiontech seconddosedone ᴠaccinessavelives iskandar malaysia studios,0,Neutral
got northburlmed 61 yo patient pfizerbiontech covid19vaccine physical exam appt,0,Neutral
signs look promising hungarian scientist medical category would first hung,0.15,Positive
staronline maybe kono close relationship bill gatesi think someone like get support inves,0,Neutral
spectator view 12 mln doses pfizerbiontech vaccine landing amp safely delivered 8 ultralow,0.5,Positive
davidebrady jamesmelville yes eua extended pfizerbiontech cominarty granted approval bit hi,0,Neutral
davidebrady jamesmelville double application slight hand cominarty eua extension,-0.08333333333,Negative
finish second dose vaccine pfizer covid19 pfizerbiontech axiataarena bukitjalil,0,Neutral
responsible citizen pfizerbiontech vaccinated covid19,0.2,Positive
pfizer killed boy fullyvaccinated pfizerbiontech pfizer,-0.2,Negative
got 2nd dose vaccine soon zoombielandcharr thanksgod pfizerbiontech,0,Neutral
9152021 pfizer 20 part 2 discussion continues pfizervaccine pfizer,0,Neutral
found web march israel pfizerbiontech boostershots covid_19 rona gulag,0,Neutral
docvatsa take jab invite absolute disaster priondisease spikeprotein cnsinflammation,0.2,Positive
sad powerful pfizervictim repulsive likes borisjohnsin sajidjavid amp,-0.1,Negative
poll children aged 12yrs 15yrs offered first dose pfizerbiontech vaccine uks four,0.075,Positive
children aged 12 15 england offered one dose pfizerbiontech covidvaccine vaccines mi,-0.1,Negative
much pfizerbiontech vaccine cost,0.2,Positive
really coming kids covid19 covid leaveourkidsalone pfizerbiontech pfizerleak pfizer,0.2,Positive
number covid19 cases today 14 september 2021 remember observe safety protective measures,0,Neutral
ive two jabs pfizerbiontech feels good,0.7,Positive
covid19vaccine according decision healthy children offered single dose,0.2142857143,Positive
la vacuna moderna genera más anticuerpos que pfizerbiontech antibodies levels second vaccine abo,0,Neutral
ywn hopefully boostershots approved usa look israel vaccinated nations,0,Neutral
johnson confirm start booster jabs programme over50s tuesday coronavirusuk,0,Neutral
pfizerbiontech say covid19 vaccine available children aged 5 11 end october 2021,0.15,Positive
israel preparing possible fourth covid vaccine dose pfizer mrna pfizerbiontech,0,Neutral
headtohead evaluation pfizerbiontech moderna mrna covid19 vaccines revealed different levels,0,Neutral
pfizer vaccine offered teenagers aged 1215 ukteenagers pfizerbiontech,-0.1,Negative
imrankhanpti officialncoc ho pfizer pakistan govt transparent covid19 vaccination children g,0,Neutral
study qatar shows pfizerbiontech protection covid appears fall rapidly second dose b,0,Neutral
third doses boosters pfizerbiontech moderna covid19 vaccines available local pharmacies f,0.1333333333,Positive
well stopped taking paracetamol etc every 4 hours amp im feeling awful headache amp heavy head shakyshivers dizz,-0.6,Negative
evening walkin clinicopen kerry sports academy tralee today 48pm late evening clinics help,-0.3,Negative
pfizerbiontech seek approval first covid vaccine young children next weeks,0.1166666667,Positive
jb vx lucky absolute control darpa programi pray,0.2666666667,Positive
manila bulletin taguig lgu launches vaccination registration 1217 years old,0.1,Positive
fullyvaccinated pfizerbiontech ema_news recognized vaccine yet unvaccinated status,0,Neutral
day 2 24hrs pfizer sore arm also feeling really hotoverheated temperat,0.2,Positive
fucking liars fda approved comirnaty license pfizerbiontech amp comirnaty used,-0.6,Negative
brazil bolsenaro tells pfizer stick clif_high cryptoviewing toadmeister endypuerto craigkellymp,0,Neutral
effectiveness covid19 vaccines deltavariant via new england journal medicine pfizerbiontech,0.1363636364,Positive
know exactly one person legitimate medical reasons get vaccine whole family got,0.15,Positive
funder fully vaccinated early february husband fully april oldest son done ready boos,0.15,Positive
im fully vaccinated planning get booster shot well im eligible continue wearin,0,Neutral
ehteraz released update mobile app sun 12 sep showing field third covid19,0,Neutral
students aged 12 special needs administered pfizerbiontech covid19 vaccine week,0.1285714286,Positive
number covid19 cases today 12 september 2021 remember observe safety protective measures,0,Neutral
thats doubledosed pfizerbiontech thanks medics kpj_healthcare great job,0.5,Positive
dont forgetour walkin vaccination clinic open today city hall 10am2pm pfizerbiontech,0,Neutral
bantry primary care centre open morning 915am1215pm team ready administer dose 1 amp 2,0.2,Positive
starting wed 15 sep mophqatar begin administer pfizerbiontech moderna covid19 vaccine,0,Neutral
tragic death 13 year old 2nd jab im disgusted angrybut unfortunately see hear,-0.43,Negative
im officially pfully pfizered pfizerbiontech started az astrazeneca ju,0,Neutral
3rd dose pfizerbiontech guess brain disease ultimately kill benefits get,0,Neutral
11settembre zertifikatspflicht wuhan covid_19 coverup coronavirus covidisairborne co,0,Neutral
anyone felt rheumatic pains hands pfizerbiontech injections vaccin covid19 pain appeared,0,Neutral
unvaccinated people 11 times likely die covid19 cdc report finds three vaccines c,0,Neutral
tyranny biden pfizerbiontech approved extended eau comirnaty approved yet manufactured goa,0,Neutral
frpeterpreble jreinermd bostonhistory however get vaccinated got dozen enlisted,0,Neutral
fully vaccinated pfizer pfizervacccine pfizerbiontech ʀᴇsʙᴀᴋᴜɴᴀ wear mask protects,0,Neutral
1 indonesia pfizervaccinepfizerbiontechpfizer amp sinopharmaugust 25 2021 2126 hkt,0,Neutral
sirchristopherchope speaks uk parliament thank finally injured heard want differen,0,Neutral
1 malaysia pfizerbiontechpfizervaccinewhat proportion people using august 25 2021 21,0,Neutral
19550 stay strong safe dont give never surrender social distance maintain discipline thesundaily,0.3222222222,Positive
number covid19 cases today 11 september 2021 remember observe safety protective measures,0,Neutral
opening walkin clinic today city hall cork 10am2pm first amp second dose pfizerbiontech,0.125,Positive
di naman masaket got first dose done pfizervaccine pfizerbiontech resbakuna2021,0.25,Positive
okey im honest 2nd pfizerbiontech shot hits super hard havent felt sick long time tho,-0.02043650794,Negative
ivermictine pfizerbiontech ivermectin found blocker viral replicase protease human tmprss2,0,Neutral
since pfizerbiontech vaccine given full approval amp renamed comirnaty mean,0.01875,Positive
mom got first dose pfizerbiontech vaccine tonight response people mak,0.25,Positive
catturd2 every fact sheet distributed vaccines vaccine may protect everyone pfizerbiontech janssen moderna,0,Neutral
drericding thank god best news ive read week cant stop worrying niece nephew think,1,Positive
got 1st dose today feel nku lord tuloy2 na ito sa jackpot round bless lord sa akong journeysee soon,-0.2,Negative
vnrsolutions tacticalsnail alexthechick available pfizerbiontech vaccine still euaonly comirnaty,0.4,Positive
covidvaccines works took pfizerbiontech back february 2021 many still felt data insuf,0.25,Positive
covid vax cdc news today washington post cdc finds unvaxxed people 11 times likely covid,0,Neutral
light end long dark tunnel getting bigger vaccinessavelives pfizerbiontech,0.05,Positive
healthy boys may likely admitted hospital rare sideeffect pfizerbiontech vaccine,0.2666666667,Positive
joy impossible hear better news today covid19 pfizerbiontech,0.2111111111,Positive
imagine brainwashed actually spend money pfizerbiontech vaccine trinket tray happy,0.4,Positive
pfizer partner seek approval soon vaccine 5 11yearolds executives biontech pfizerbiontech,0,Neutral
bsw5020 left goaliemom_29 ithinking time nondominant handarm pfizerbiontech,0,Neutral
